{0, 0}
{0.6228553597337383, 0.4989459286504321}
{-0.5159817346405937, -0.8550605875955273}
{-0.24679970464244771, 0.1845241478052575}
{-0.17922696045417386, -0.9789770644701314}
{0.029826576384370806, -0.7715640683661285}
{-0.20210576288012128, 0.5248553082311309}
{0.32904534673702956, -0.0023062887604523574}
{-0.09610444936933815, -0.017480375663561976}
{-0.05040546286905956, -0.872631198542777}
{-0.13357580119621693, 0.9426663190940703}
{-0.11350944225262793, 0.6832161687424603}
{0.22041269457447532, -0.245341612506758}
{-0.12805456863273346, -0.8869911497856351}
{0.31659957225356683, -0.21322064444510724}
{0.7097334736574639, -0.31282720249450646}
{0.6253778646491228, -0.2556141625608914}
{-0.41652102883615916, -0.7304227437504252}
{0.4240030393548877, 0.33060695436770615}
{-0.5342320373173894, 0.572183155030495}
{0.006483801627868324, 0.33304356350660713}
{-0.33186378146877704, 0.36473058901495037}
{-0.6133024383487609, -0.3673575166180214}
{-0.1036155283621989, -0.45888384325647724}
{-0.661175961142995, -0.6241802876373441}
{0.8856727349454387, -0.22057557302769704}
{0.5854883669193383, -0.519644645885065}
{0.3495988579176861, 0.6949020189226394}
{0.1699443303005288, 0.8863079914718854}
{0.7929492401858615, -0.20218099938933376}
{-0.35831620594552094, -0.45707217180710824}
{-0.7981246107485229, 0.12421184418117903}
{-0.9635254414993701, -0.16032535070047738}
{0.5795043980476788, 0.5437223179569726}
{-0.33490172050431166, 0.5211011296174335}
{0.3704773045412284, 0.7632245034099308}
{0.6437478519364106, 0.43592581746157366}
{0.5301166576090846, -0.5617183724978103}
{-0.6123703958858706, 0.04457845617368994}
{0.14392960013476142, 0.4652537069720579}
{-0.0864789968524633, 0.08948287956873235}
{0.5118079978026131, -0.8078855680511303}
{0.8755668878864808, -0.17505645297327677}
{0.5796160938344843, 0.5708644345694229}
{0.0529038878119259, -0.0605848813527734}
{0.6063269177942208, -0.04559663110719914}
{0.17149761633839722, 0.40543278264688265}
{-0.326902022607904, -0.6336900287815443}
{-0.3116167587201013, 0.33837095280299057}
{0.13957380364454552, -0.4101413109989309}
{-0.8063015678646814, -0.05411521000465669}
{-0.3410916010555969, 0.6440760797250649}
{-0.3244501527646033, -0.06597590520363505}
{0.17980492979620744, 0.7869698619867314}
{0.419097355773725, 0.7650732000537936}
{0.3434904238624519, -0.27592374506787376}
{0.40070304697399406, -0.2925834792200255}
{0.5084902908345401, 0.16429527232505592}
{-0.31006053167580383, -0.368165400918663}
{-0.09792859510903273, -0.6028048206945629}
{-0.19906349714755667, 0.23076291306333951}
{0.7763371054340626, -0.5723062616417929}
{-0.9296314741931657, 0.35551106024763923}
{-0.5117001698219181, 0.18905224721112557}
{0.16691014478687283, 0.7085145366713608}
{0.4240823969536627, -0.19384781613989954}
{0.512010241712348, 0.24757553457705628}
{-0.331824095188618, 0.5255152087215071}
{-0.061907522518448665, 0.576692239454879}
{0.6696482493008893, 0.7151735407661102}
{0.8035294154126542, -0.03101424351566129}
{0.846383559579913, -0.22515216984147024}
{0.07849839329426622, 0.4089017130867205}
{-0.503409986043172, 0.6696853134856577}
{-0.3266746731789554, 0.10857560555556}
{0.2162964235268765, 0.07628338645452315}
{0.458982546367531, 0.39926336804769935}
{0.5886744261699408, -0.19604010640324399}
{-0.7435842608043859, 0.10301319435681}
{0.062173430627343595, 0.06479808209150217}
{-0.9906450909950144, 0.0566436180927159}
{-0.0042328347496982666, 0.3024217425953708}
{0.8686055112660624, 0.014859513164778626}
